l_mm,f1_Hz,k1_eff_v,k1_eff_l,angle1,X1(1),X1(2),X1(3),X1(4),X1(5),dw_le_1,dw1_1,dw2_1,f2_Hz,k2_eff_v,k2_eff_l,angle2,X2(1),X2(2),X2(3),X2(4),X2(5),dw_le_2,dw1_2,dw2_2,f3_Hz,k3_eff_v,k3_eff_l,angle3,X3(1),X3(2),X3(3),X3(4),X3(5),dw_le_3,dw1_3,dw2_3,f4_Hz,k4_eff_v,k4_eff_l,angle4,X4(1),X4(2),X4(3),X4(4),X4(5),dw_le_4,dw1_4,dw2_4,f5_Hz,k5_eff_v,k5_eff_l,angle5,X5(1),X5(2),X5(3),X5(4),X5(5),dw_le_5,dw1_5,dw2_5
1.75,10989.3102275681,1871.29370244153,1094.39066626874,37.4066795702877,-1.21477795124494,0.753286842471,-0.230278423983025,0.0481709245158831,0.302504697729157,461.076167183668,445.752539926341,340.885900569136,27629.7788285627,34450.5735168221,1945.05338220381,13.3662679918129,-0.74674518483012,-0.837251776922002,1.03698303313373,0.750094372125955,-1.04943741980521,691.048776235069,697.953079783128,-165.841708185778,131533.717553078,13311723.4338546,39123.3978644584,3.10312197554891,-0.974425824467879,-1.4632600479015,0.119659761235033,0.46828632152215,-0.429872416358556,-204499.720713873,-5461.09375691742,296.060707535508,206873.392103827,26223.8452157051,86014.8082781794,61.0944645508936,-5.95049958990443,39.0138265478105,-3.19040021373578,-12.4855738040401,11.4613721009827,226.321444590991,207.033346904542,-374.9546375077,416870.975231525,83137.9399258747,168948.316799797,54.9506490442868,-157.518864770305,1821.81859817302,-148.981296102196,-583.03562038927,535.208737562903,105.84814050221,93.129297004544,-132.758895274427
1.76,10936.4606505174,1874.80271930447,1073.34308508822,37.1127462565876,-1.21598928472482,0.757890110979294,-0.234878378157576,0.0443381398313756,0.307000035777061,460.885747093327,445.552750574488,337.12473887133,27342.8583817699,33300.0011550788,1927.25317775274,13.5267829883535,-0.74661468956137,-0.826065285432274,1.03008842467789,0.745878968502776,-1.04148702624712,686.587105600884,692.849333174451,-166.680987301798,130465.429458698,14208799.8415554,38157.5044928488,2.966508549067,-0.973237130362309,-1.48731886540615,0.139067210924229,0.48800045987118,-0.449366629029447,2906191.21275507,-5632.98468032415,291.910592156122,205635.764925913,26051.777628991,82365.3369861775,60.6465354190386,-5.97868584617702,39.2247344529675,-3.66758907352949,-12.869929170263,11.851047617077,227.54232971898,208.216335515821,-370.227229782847,413278.087882364,83491.7087286954,158648.497470801,54.0412295019532,-155.191965912973,1790.26219761591,-167.393002560713,-587.398436237799,540.895505014537,107.008099256916,94.1985123575302,-129.849520785262
1.77,10883.7741868714,1878.40695716129,1052.75178927057,36.8196861047176,-1.21723750327106,0.762548597452562,-0.239532208333,0.040480109620324,0.31155172176753,460.69442472628,445.352025282607,333.404595550846,27061.5359523641,32199.7336621995,1910.04155628779,13.6881164094176,-0.746514634442913,-0.814974373367994,1.02319814439866,0.741656794907949,-1.03356659074321,682.250182163882,687.896608472362,-167.539971262521,129395.570282891,15196104.5636279,37231.2874263402,2.83371531297071,-0.972017676012678,-1.51122553353329,0.158561267569649,0.507733691404395,-0.46887636220338,180307.404515067,-5814.93466338152,287.827794400229,204436.629891106,25889.109144823,78892.7236564542,60.1938094090841,-6.01242513808237,39.4786819075631,-4.14219433588202,-13.2638421280785,12.2487480171964,228.730071050595,209.367859050955,-365.485316493158,409679.983319706,83899.0197230638,149149.038064159,53.1296621435336,-152.882642900051,1758.65143854024,-184.521764038855,-590.862559538676,545.643301141536,108.188862458332,95.2874986281615,-127.047964564658
1.78,10831.2484618875,1882.10800791465,1032.60668355211,36.5275279199391,-1.21852290536256,0.767262740041688,-0.244240405682232,0.0365964082514337,0.316160221827907,460.502212300122,445.150377112233,329.725048047182,26785.6802083553,31147.1763936401,1893.40431957866,13.8502750873522,-0.746444218245813,-0.803979210927142,1.01631438926743,0.737429422824944,-1.02567765539871,678.033681944694,683.089253825217,-168.418499511097,128324.789972338,16285244.1705838,36342.9409000536,2.70466061472843,-0.97076762539151,-1.53495558721266,0.178125191504314,0.52746785789839,-0.48838419776114,93310.0425954124,-6007.88692008609,283.814543679475,203274.452855126,25735.6109509841,75587.516815023,59.7363614312386,-6.05158529423691,39.7746037814121,-4.61567681475263,-13.6680339353898,12.655276882849,229.885404547507,210.488585660419,-360.733393863356,406080.176038803,84362.0832019337,140384.882848922,52.2171756258066,-150.594892703671,1727.07087222892,-200.41936875577,-593.485818744464,549.510441498719,109.389770811274,96.3956755834382,-124.349509242367
1.79,10778.8812184704,1885.90745804585,1012.89792595259,36.2363006781934,-1.21984579025912,0.772032972605766,-0.249003458460844,0.0326866122511855,0.3208259992864,460.309122609689,444.947819727573,326.085685800072,26515.1634951327,30139.8909526993,1877.32779449734,14.0132651182316,-0.746402644830502,-0.793079924493867,1.00943926142999,0.733198358691266,-1.01782168598466,673.933466479457,678.421882625134,-169.316415000937,127253.728985443,17489736.3645192,35490.695922887,2.57925781682311,-0.969487193187607,-1.55848521300002,0.197742169949776,0.547184956148028,-0.507872846836563,63060.905796971,-6212.90662341162,279.872645233981,202147.728449997,25591.0697322096,72440.7934472155,59.2742672215495,-6.09604253978282,40.1114930126857,-5.08938654155436,-14.0831657317612,13.0713708268064,231.009125076123,211.579242474387,-355.975769119329,402482.050519388,84883.0949364525,132295.995827451,51.3049673918084,-148.33235795353,1695.59902080643,-215.139307670143,-595.325684264026,552.554938992698,110.610145708095,97.5224441792351,-121.749538641051
1.8,10726.6703164389,1889.80688714653,993.615918519116,35.9460334952426,-1.22120645779125,0.776859724299859,-0.253821851635837,0.0287503005222913,0.3255495142867,460.115169029566,444.744367397906,322.48610966761,26249.8617130983,29175.5843204872,1861.79881022036,14.1770918584256,-0.746389123422926,-0.782276599526063,1.00257477239405,0.72896504679283,-1.01000007560083,669.945573146473,673.889358301837,-170.233563813746,126183.015175833,18825402.2687781,34672.8282011318,2.45741619945947,-0.968176642648739,-1.58179135930528,0.217395405898143,0.56686722719917,-0.527325237330777,47688.9450951885,-6431.20132467357,276.003510810957,201054.982801095,25455.2895242177,69444.1336250272,58.8076028003885,-6.14568092949405,40.4883972222752,-5.56457177270684,-14.509843749058,13.4977053381781,232.102078452383,212.640607986508,-351.216545456253,398888.843371468,85464.236132323,124827.05275933,50.3941972744413,-146.098318114411,1664.30812390766,-228.736197102113,-596.43879444312,554.834031219261,111.849295033222,98.6671918438238,-119.243555963394
1.81,10674.6137318202,1893.80786641574,974.751298506306,35.6567555952979,-1.2226052081401,0.781743419158368,-0.258696066511582,0.0247870545622789,0.330331223399901,459.920365516315,444.540034999668,318.925931361212,25989.6541995995,28252.0988474897,1846.80467647838,14.3417599209721,-0.74640286888184,-0.771569283224036,0.99572284698759,0.724730872001893,-1.00221414811838,666.066206085383,669.486780143802,-171.169794789827,125113.261014756,20310855.5920741,33887.6645494229,2.33904180755378,-0.966836283227102,-1.60485183372241,0.237068201990378,0.586497238496612,-0.546724594606584,38383.996564765,-6664.14559051395,272.20818948533,199994.775893508,25328.0935581373,66589.5960850113,58.3364439842551,-6.2003918130011,40.9044154752998,-6.04238723253622,-14.9486240501945,13.9349000938493,233.165153544812,213.673504470078,-346.459610161593,395303.62978565,86107.6744183953,117927.137057388,49.4859818741484,-143.895688809317,1633.26402552443,-241.265241918657,-596.880547211705,556.403771037978,113.106518280571,99.8292971447788,-116.82719810475
1.82,10622.7095560361,1897.91195712493,956.294929972433,35.3684962791824,-1.2240423416217,0.786684475682588,-0.263626580351843,0.0207964586882782,0.335171579233534,459.724726609366,444.334838017148,315.404772896194,25734.4236150631,27367.4030336375,1832.33316268302,14.5072731704707,-0.746443101957831,-0.760957987066672,0.988885327196335,0.720497162437108,-0.994465161511095,662.29172766779,665.209470067627,-172.124959153764,124045.061159733,21968116.9345136,33133.5879157582,2.22403823772212,-0.965466468068702,-1.62764538718518,0.256744038717304,0.606057958441735,-0.566054514861718,32145.4984004536,-6913.31091306863,268.487398224929,198965.703582868,25209.3260867276,63869.6947123978,57.8608659640056,-6.26007332841127,41.3586951726901,-6.52390165469513,-15.4000168326117,14.3835237795732,234.199274563783,214.678790551489,-341.708625943189,391729.313936375,86815.5657642932,111549.442448382,48.5813897255344,-141.727027994973,1602.52618212647,-252.781746803525,-596.704757642948,557.318681156681,114.381110983583,101.008133837014,-114.496246480284
1.83,10570.9559950991,1902.12070905262,938.237895773076,35.0812848920983,-1.22551815846289,0.791683306425803,-0.268613866000097,0.0167781002616623,0.340071030039124,459.528267431506,444.128792542754,311.922266058422,25484.0558330251,26519.583013388,1818.37247829507,14.6736347216357,-0.746509049545468,-0.750442688954854,0.982063975524755,0.7162651917849,-0.986754310719534,658.618650477614,661.052960258962,-173.098910197349,122978.990369225,23823391.1312254,32409.0411534441,2.11230736252253,-0.964067591385767,-1.65015178494174,0.276406646435452,0.625532823041064,-0.585299030860358,27671.49630554,-7180.50226223432,264.84155185612,197966.399253211,25098.8541858851,61277.3758887792,57.3809429605667,-6.32462992110065,41.8504290577897,-7.01010467843533,-15.8644903292477,14.8440984593907,235.205393646213,215.657354048092,-336.967025421797,388168.622929509,87590.0572184879,105650.984757654,47.6814372526001,-139.594547694876,1572.14777251245,-263.340680212934,-595.963379460975,557.631471248751,115.672368478941,102.203074309262,-112.246634769117
1.84,10519.3513687988,1906.43565889127,920.571489933663,34.7951507910512,-1.22703295857029,0.79674031757751,-0.273658391498814,0.0127315699126832,0.345030019319052,459.331003688808,443.921915276682,308.478051886528,25238.4398342368,25706.8347098443,1804.91125360993,14.8408469322067,-0.746599944927889,-0.740023335479987,0.975260478567688,0.712036181784356,-0.979082730736933,655.04362977183,657.012981625348,-174.091502904722,121915.60175669,25908058.94138,31712.5296748622,2.00374999061862,-0.962640085748936,-1.67235186458031,0.296040070852064,0.644905794502453,-0.604442669872761,24305.692043876,-7467.80307080449,261.270792139637,196995.535130409,24996.5695269426,58805.9966628822,56.8967479668595,-6.39397188483505,42.3788523244089,-7.50191315025424,-16.3424743364243,15.3171035280531,236.184483825568,216.610105159296,-332.238008667774,384624.103856201,88433.2903580511,100192.324673548,46.7870854988696,-137.500130050987,1542.17589018555,-272.996293104531,-594.706286868783,557.392814406967,116.979589041199,103.413492461234,-110.074453975317
1.85,10467.8941097634,1910.85832862938,903.287210384332,34.5101233120025,-1.22858704130533,0.801855908554333,-0.278760619706684,0.00865646177048314,0.350048985432442,459.132951669136,443.714223525096,305.071780168839,24997.4676043459,24927.456567896,1791.9385219205,15.008911402538,-0.746715028015893,-0.729699843676276,0.96847644992672,0.707811304241236,-0.971451499049565,651.563456381755,653.085452991938,-175.102593669414,120855.425371881,28259953.2880831,31042.6231204955,1.89826646277073,-0.961184419332878,-1.69422758154151,0.315628731781354,0.6641614117906,-0.623470503823535,21681.3545489657,-7777.6310171306,257.775015719589,196051.823265147,24902.3901172019,56449.3037072874,56.408352582285,-6.46801492278806,42.9432398147247,-8.00017687645691,-16.8343633954179,15.802979277873,237.137532457207,217.53797008069,-327.524543595016,381098.123509635,89347.4053458289,95137.3028848884,45.8992376070992,-135.445346555363,1512.65180015058,-281.801792456901,-592.981111912674,556.651178521943,118.302076436378,104.638766053794,-107.975955189697
1.86,10416.5827625304,1915.3902239111,886.376752040137,34.2262317368102,-1.23018070525014,0.807030471590021,-0.283921007916582,0.00455237369097537,0.355128361201983,458.93412824024,443.505735197873,301.703108955512,24761.034035385,24179.8428510694,1779.44370190951,15.1778289684602,-0.746853545580434,-0.719472102975236,0.96171343343091,0.703591683273099,-0.963861638393131,648.17505003173,649.266470992352,-176.132039938718,119798.967092892,30925017.2088802,30397.9561724194,1.79575718463528,-0.959701093145763,-1.71576204271878,0.335157475108307,0.68328483328865,-0.642368191780731,19577.4849084299,-8112.80775922873,254.35390075969,195134.016203428,24816.2620078428,54201.4130274999,55.9158269437209,-6.54667972633598,43.5429032968322,-8.50568386786686,-17.3405196520927,16.3021301085245,238.065535150258,218.441885092947,-322.829368973225,377592.870333732,90334.5454985301,90452.7885699953,45.0187370134903,-133.431479449371,1483.61124362956,-289.809067969151,-590.833131884796,555.45270739626,119.639141949179,105.878278580705,-105.947550411731
1.87,10365.4159825541,1920.03283237664,869.832000211033,33.9435052600283,-1.23181424797227,0.812264391329475,-0.289140007474064,0.000418907485574065,0.360268573521917,458.734550846923,443.296468805374,298.371704085261,24529.0368306382,23462.4774200729,1767.41658139165,15.3475997017412,-0.747014751480246,-0.709339976639893,0.954972905683894,0.699378397068715,-0.956314118845928,644.875453041527,645.552300597042,-177.179699958839,118746.707809013,33959479.6316736,29777.2286349993,1.69612309824172,-0.95819063826952,-1.73693952888031,0.354611618014871,0.70226187182741,-0.661122015030079,17852.9693382117,-8476.64687270654,251.006932128013,194240.907365926,24738.1609698797,52056.7903936133,55.4192397546363,-6.6298915698272,44.1771888134688,-9.01916511428088,-17.8612754171233,16.8149274059946,238.969490239428,219.322791160061,-318.154999780851,374110.358196719,91396.8622784372,86108.4418520839,44.1463663134648,-131.459544414922,1455.08477605532,-297.068469112683,-588.305200906389,553.841145987055,120.990105942056,107.131420714002,-103.985811761419
1.88,10314.3925351159,1924.78762198647,853.645024327046,33.6619729556402,-1.23348796579228,0.817558044429545,-0.29441806339657,-0.00374433084790546,0.365470042967611,458.53423750699,443.086443453937,295.077238726389,24301.37641303,22773.927988078,1755.84730112137,15.5182229028544,-0.747197906883663,-0.699303303462783,0.948256278991021,0.695172479933136,-0.948809860313792,641.661824391853,641.939366238157,-178.245432434321,117699.102872043,37432742.1940103,29179.2048975317,1.59926609472834,-0.956653613134301,-1.75774550673914,0.3739769876214,0.72107902243334,-0.67971890506656,16413.4757400604,-8873.06579327317,247.733425035218,193371.331159758,24668.0941400516,50010.2324687396,54.9186584117927,-6.71757991978119,44.8454740946995,-9.54129892301755,-18.3969354475867,17.3417121147354,239.850393814212,220.181629056068,-313.50373459699,370652.431617497,92536.5206330767,82076.4905247931,43.2828467498225,-129.530313826731,1427.09812574728,-303.628628866308,-585.437719786486,551.85780406574,122.354299004268,108.39759137515,-102.087469377152
1.89,10263.511294251,1929.65603933277,837.808071963029,33.3816637437783,-1.23520215354079,0.822911799160224,-0.299755613996211,-0.00793773089907815,0.370733183408783,458.333206806906,442.875678841064,291.819392932381,24077.955836704,22112.8407887799,1744.72633948307,15.6896970966039,-0.747402280485911,-0.689361899199677,0.941564903950862,0.690974924093758,-0.941349734690266,638.531434125133,638.424243483487,-179.329096229211,116656.581792151,41431255.3226859,28602.7128844249,1.50508937147167,-0.955090600847084,-1.77816663156438,0.393239953280165,0.739723483219125,-0.698146464907011,15193.5516514908,-9306.72977736299,244.532547069294,192524.162847519,24606.1016394867,48056.8486118804,54.4141492269843,-6.80967805717729,45.5471660284343,-10.0727148531115,-18.9477789692138,17.8827970252196,240.709235309212,221.019335025991,-308.877664717918,367220.772110303,93755.704618378,78331.5210907407,42.4288382696305,-127.644339969682,1399.67256266522,-309.536329936507,-582.268638406552,549.541552690352,123.731062747677,109.676198483085,-100.24940826209
1.9,10212.7712415243,1934.63950794139,822.313563150888,33.1026063575281,-1.23695710432468,0.828326015017164,-0.305153090504042,-0.0121616776150791,0.376058401625431,458.131477895841,442.664195248916,288.597853211306,23858.680701829,21477.9355979659,1734.04449916222,15.8620200450145,-0.747627148721312,-0.67951555711427,0.934900070849665,0.686786680634231,-0.933934566831249,635.481658062449,635.003651223308,-180.4305502817,115619.548153557,46063790.4366651,28046.6425888299,1.41349773713284,-0.953502206591081,-1.79819074125933,0.412387452821785,0.75818316989058,-0.716392984176954,14146.3585201717,-9783.2391043878,241.403338603742,191698.318199308,24552.25816869,46192.0433363985,53.9057777395275,-6.90612271171411,46.2816981839055,-10.6139972742608,-19.5140614573613,18.4384687975454,241.546993647246,221.836836974991,-304.278684682343,363816.905354468,95056.6232528179,74850.2839432634,41.5849400932206,-125.801977753687,1372.82526857156,-314.836409000264,-578.833485207764,546.928848169212,125.119750302608,110.966659427273,-98.4686643078373
1.91,10162.1714647703,1939.73942656787,807.154084964941,32.8248293098732,-1.23875310928914,0.833801042339156,-0.310610916698676,-0.0164165510737472,0.381446096928507,457.92907047903,442.452013537092,285.412312109342,23643.45907247,20868.0011894888,1723.79289119981,16.0351887202386,-0.747871795970742,-0.669764050296685,0.928263013486694,0.682608662217584,-0.926565137971836,632.509972815316,631.674444332891,-181.549653042864,114588.379725365,51468713.3990169,27509.9442755991,1.32439786841086,-0.951889055109712,-1.81780684285284,0.431407013113072,0.776446724386123,-0.734447448467231,13237.4942813292,-10309.3754767002,238.344731583028,190892.752953185,24506.6745828222,44411.4994077381,53.3936091135472,-7.00685370699473,47.0485283836497,-11.1656885775069,-20.0960161935257,19.0089897402301,242.364633917713,222.635051170618,-299.708503895835,360442.208935637,96441.5165611055,71611.5123517503,40.7516917371016,-124.003406569719,1346.56970168073,-319.571694448551,-575.165418778354,544.053778580018,126.519726563262,112.26840131057,-96.7424196926139
1.92,10111.7111568149,1944.95716749191,792.322386367104,32.5483608608411,-1.24059045737336,0.839337221930259,-0.316129508540637,-0.020702726261721,0.386896660786623,457.726004810574,442.239155134823,282.262467808259,23432.2013974,20281.8910294752,1713.9629231346,16.2091993219675,-0.748135514764546,-0.660107131830163,0.921654910077118,0.678441743670681,-0.919242186231855,629.61395107311,628.433606777027,-182.686262455745,113563.428742885,57824176.007414,26991.6264297346,1.23769852242054,-0.950251788285459,-1.83700509232126,0.450286765302197,0.794503518165199,-0.752299543456885,12441.1229469522,-10893.4306762381,235.355566715688,190106.462109396,24469.4994513547,42711.1615674541,52.8777086130959,-7.11181361587123,47.8471363208679,-11.7282920624204,-20.6938556131185,19.5945993619561,243.163104564628,223.414879435128,-295.168659061981,357097.920444655,97912.6617765292,68595.7547816189,39.9295744325367,-122.248651033126,1320.91595047007,-323.782973198876,-571.295297022219,540.948128362493,127.93036822709,113.580861002165,-95.0679978219862
1.93,10061.3896140362,1950.29407481299,777.811373301748,32.2732289849609,-1.2424694350769,0.844934884695855,-0.321709273810511,-0.0250205728500683,0.392410476457787,457.522301684608,442.025642031458,279.148023736444,23224.8204337722,19718.5193233544,1704.54628556595,16.3840472687094,-0.748417605980796,-0.65054453610779,0.915076885729007,0.674286763728404,-0.911966408706761,626.791257149107,625.278245126415,-183.840235623855,112545.022336234,65362642.9965368,26490.7535167296,1.15331070866619,-0.94859106282226,-1.85577676866016,0.469015455176619,0.812343650695589,-0.769939654332755,11737.464932318,-11545.651405749,232.434609120032,189338.479082193,24440.9206062035,41087.2208714083,52.3581421466583,-7.22094742507073,48.6770212187097,-12.3022745241165,-21.307772459261,20.1955157128841,243.94333505388,224.177206799861,-290.660527144023,353785.145755329,99472.3796813612,65785.2199823616,39.119012882107,-120.537600439756,1295.87107268364,-327.508982367389,-567.251759905727,537.641456996045,129.351063667984,114.903485036819,-93.4428579528191
1.94,10011.2062349258,1955.75146275242,763.614104026176,31.9994613390627,-1.244390326218,0.850594351283754,-0.327350611754958,-0.029370454977085,0.39798791862915,457.317982426082,441.811496766541,276.068688193733,23021.2311736071,19176.8573175277,1695.53494015741,16.5597272012289,-0.748717379038503,-0.641075979539964,0.908530014091446,0.670144526173837,-0.904738462740928,624.039642769895,622.205582458822,-185.011428629096,111533.463083611,74391995.8821612,26006.4436123644,1.07114782452434,-0.946907548036845,-1.87411424305723,0.487582449043077,0.829957943655922,-0.787358861004018,11111.1208765137,-12278.8512366743,229.580562486393,188587.874732407,24421.1666821002,39536.0996329422,51.8349768721722,-7.3342022085309,49.5376995293633,-12.888068561437,-21.9379407563575,20.8119365309192,244.706233984633,224.922899589077,-286.185338608245,350504.867335499,101123.041072854,63163.6342112539,38.3203772987789,-118.870026833023,1271.4394167348,-330.786421861977,-563.06132227825,534.161188254393,130.781212678041,116.235729392073,-91.8645896184007
1.95,9961.16051848889,1961.33061396428,749.723784667969,31.7270852305417,-1.24635341170327,0.856315931740673,-0.333053912738105,-0.0337527310297121,0.403629353063346,457.113068879925,441.596742418206,273.024173989696,22821.3507728625,18655.9298685362,1686.92110755147,16.7362329792117,-0.749034152086588,-0.631701161509416,0.902015319344649,0.666015801233749,-0.89755896755359,621.356943090623,619.212952616197,-186.199696271402,110529.029668522,85326847.0952413,25537.8659509457,0.991125758048809,-0.945201923763149,-1.89201094399031,0.505977735562746,0.847337931377556,-0.804548929618776,10549.9229434043,-13109.2677950644,226.792081827572,187853.756301978,24410.5086525802,38054.4369621651,51.3082818527287,-7.45152680877181,50.428702670492,-13.4860746263808,-22.5845166163518,21.4440402073149,245.452687608042,225.652803898699,-281.744190723718,347257.952474553,102867.073351036,60716.1099166867,37.5339856743367,-117.245601633299,1247.6229236844,-333.649984302233,-558.74847376114,530.532707015502,132.220226108078,117.577059170971,-90.3309069509146
1.96,9911.2520626802,1967.03277786164,736.133764994944,31.4561275860893,-1.24835896928526,0.862099925173199,-0.338819557903504,-0.0381677534355557,0.409335136255307,456.907583400126,441.381402591481,270.014198095535,22625.098483141,18154.8122382419,1678.69725617535,16.9135576839001,-0.749367252187566,-0.622419765024655,0.895533777775201,0.661901326672977,-0.890428505461038,618.741072924774,616.297794796727,-187.404891882138,109531.977621568,98736120.9644241,25084.2384333412,0.91316296174483,-0.943474878371744,-1.90946131900576,0.524191923956172,0.86447584801611,-0.82150230085741,10044.1295925362,-14057.7880537072,224.06778489858,187135.266270212,24409.2613643209,36639.0748939966,50.7781287528514,-7.57287152577506,51.3495747971078,-14.096662833287,-23.2476388896481,22.0919865849071,246.183558715103,226.367744433944,-277.338060722077,344045.161335517,104706.9672308,58429.0251830621,36.7601062274882,-115.663910825227,1224.42140875671,-336.132399017909,-554.335783149137,526.779461045306,133.667525432841,118.926948214035,-88.839642980105
1.97,9861.4805626431,1972.85916895956,722.837534391384,31.1866149210472,-1.25040727333651,0.867946619427759,-0.344647918842316,-0.0426158684525471,0.415105615096741,456.701548836952,441.165501404647,267.038481309298,22432.3955858543,17672.6271097552,1670.85609132528,17.0916936192606,-0.749716015496384,-0.613231457404237,0.889086319391082,0.657801808921294,-0.883347623149137,616.190023173819,613.457648457838,-188.626867121741,108542.540129207,115417318.471357,24644.825129143,0.837180500763748,-0.941727106904955,-1.92646079387683,0.54221623898634,0.8813646119222,-0.838212075458087,9585.84968931638,-15151.740374301,221.406262370848,186431.581149766,24417.7850718851,35287.0450980776,50.2445925648761,-7.69818781286082,52.2998706071491,-14.7201745450597,-23.9274296719474,22.7559176014102,246.899685855444,227.068523669656,-272.967818647626,340867.154762408,106645.283587828,56289.9132327961,35.9989599855175,-114.12446873265,1201.83282200537,-338.26448724487,-549.844005197988,522.923065597142,135.122542262465,120.284878660272,-87.3887439706656
1.98,9811.84580895791,1978.81096524172,709.828718026748,30.9185733093768,-1.25249859461532,0.873856290778211,-0.350539357273236,-0.0470974159688434,0.420941126552419,456.494988523898,440.949063475323,264.096747934496,22243.1653288013,17208.5418027671,1663.39054473998,17.2706323146531,-0.750079787433947,-0.60413589087142,0.88267382940854,0.653717924109017,-0.876316832828319,613.701857445414,610.690148510466,-189.865471796662,107560.928893619,136516030.274636,24218.9338010599,0.763102078745689,-0.939959309327068,-1.94300572977943,0.560042513111049,0.897997807650445,-0.854671997400758,9168.62320179965,-16427.5846851144,218.806086848498,185741.910238588,24436.486974092,33995.5561641087,49.7077523548058,-7.82742797908737,53.279153179133,-15.3569237524883,-24.6239946774449,23.4359577892752,247.601882849748,227.755921297821,-268.634239754996,337724.501790644,108684.660452358,54287.3612875039,35.2507234574866,-112.626730433112,1179.85348821138,-340.075225982863,-545.292188038389,518.983409032122,136.584717818729,121.650340474273,-85.9762638484431
1.99,9762.34768572928,1984.88930655232,697.101073210455,30.6520283543831,-1.25463320004472,0.879829203631836,-0.356494224730931,-0.0516127293033831,0.426841997346179,456.287926263088,440.732113904933,261.188725472017,22057.3328650698,16761.7656742521,1656.29376459702,17.4503645284424,-0.750457922855159,-0.595132703091202,0.876297149652917,0.649650319041885,-0.869336613312882,611.274708848738,607.993020785519,-191.120553688503,106587.335029459,163725155.468454,23805.913474147,0.690854044299493,-0.938172188887928,-1.95909337905669,0.57766317617373,0.914369666012003,-0.870876435143653,8787.11096428126,-17935.0738076705,216.265820815036,185065.494342276,24465.8227523197,32761.9814564901,49.1676920170255,-7.96054489773885,54.2869918403472,-16.0071982615307,-25.3374234880809,24.132214642754,248.290938559948,228.430693928015,-264.338016337511,334617.686824772,110827.820170288,52410.9181070133,34.5155313611031,-111.170102882904,1158.47832649046,-341.591818319113,-540.697779799182,514.978758006412,138.053502390955,123.022830953115,-84.6003587537666
2,9712.98616869128,1991.09529302097,684.648485919693,30.3870051601757,-1.25681135248259,0.885865610244006,-0.362512862268266,-0.0561621350184606,0.432808543660721,456.080386310503,440.514678262996,258.31414432521,21874.8251941013,16331.5476935924,1649.55910573005,17.6308802502183,-0.750849786211933,-0.586221517744171,0.869957080003984,0.645599612211082,-0.862407411154638,608.906776955082,605.364077753386,-192.391958367287,105621.929985011,199630861.110058,23405.1520676585,0.620365380861953,-0.936366450597512,-1.9747218400847,0.595071242981037,0.930475042544408,-0.886820361276167,8436.86178437657,-19743.9186555373,213.784023597362,184401.604479769,24506.2981101216,31583.8475321631,48.6245010272989,-8.09749172050804,55.3229600643737,-16.6712607024619,-26.0677896879759,24.8447788621462,248.967616883103,229.093575008136,-260.079768892685,331547.116459762,113077.576754903,50651.0095486305,33.7934793696625,-109.753954833394,1137.70105035091,-342.839768331177,-536.076733309781,510.925861058587,139.528354783921,124.401854224519,-83.2592817512252
2.01,9663.76132313395,1997.42998352084,672.464967495504,30.1235283040297,-1.25903331050838,0.891965750453787,-0.368595600168031,-0.0607459527327275,0.438841070848214,455.872393359553,440.296782569695,255.472737518185,21695.571105026,15917.1741716566,1643.18012052005,17.8121687076896,-0.751254751709421,-0.577401944908926,0.863654379565161,0.641566394601928,-0.855529641510911,606.596324917142,602.801214483854,-193.679529060536,104664.866476761,248343075.927314,23016.0741031712,0.551567682435126,-0.934542799808306,-1.98989001168894,0.612260299089436,0.946309394736527,-0.902499330917429,8114.1352949726,-21954.9108951293,211.359257431962,183749.540583492,24558.4703124697,30458.8231155596,48.0782751836952,-8.23822159699388,56.3866333965561,-17.349349373697,-26.8151508913983,25.5737244843425,249.632656937313,229.745274935029,-255.86005655394,328513.125932187,115436.843455823,48998.8615181726,33.0846268497161,-108.377625625576,1117.51434913235,-343.842958966246,-531.443608000846,506.840049680207,141.008741767847,125.786920745623,-81.9513777176311
2.02,9614.67330180288,2003.89439416738,660.544651495211,29.8616218096329,-1.26129932820763,0.898129851432336,-0.374742757668783,-0.0653644949443608,0.444939873155323,455.66397252417,440.078453277947,252.664240427175,21519.5011219725,15517.966641513,1637.15054988434,17.994218371083,-0.751672203456988,-0.568673581536047,0.857389767950571,0.637551230591055,-0.848703689139632,604.341676734008,600.302404827027,-194.98310649275,103716.279428047,316712911.732017,22638.1384990419,0.484395117459124,-0.932701940902014,-2.00459754751092,0.629224485103452,0.961868758319678,-0.917909459164224,7815.76558130454,-24719.4171721669,208.990092714015,183108.630203748,24622.949721966,29384.7086242781,47.5291173252528,-8.38268739915978,57.4775874064017,-18.041678932357,-27.5795486722283,26.319108908312,250.286773410298,230.386481326688,-251.679386736284,325515.985196434,117908.640575899,47446.429716861,32.3889995640848,-107.040432953024,1097.91005189518,-344.623731557218,-526.811668344298,502.735336176294,142.494137538164,127.177546809597,-80.6750784229723
